VER.,EQUIPMENT,ID_CLIENTE,ID_CAP,MAT.,CAPS/min,PESO (g),PORTATA (kg/h),ø ESTR.,mouldNo
CCM32MA,10031505,581511d2ca,b83d0aa5f0,PE,350.0,3.95,82.95,60,32
CCM32MA,10031506,581511d2ca,b83d0aa5f0,PE,350.0,3.95,82.95,60,32
CCM32MA,10031507,391a783b47,86fb8326ec,PP,500.0,2.8,84.0,60,32
CCM32MA,10031508,f80c1df4d1,929756c4c7,PE,500.0,2.84,85.2,60,32
CCM32MA,10031509,8554bc565b,dd8e32d122,PP,500.0,2.85,85.5,60,32
CCM32MA,10031510,8554bc565b,7af98266f5,PP,600.0,2.65,95.4,60,32
CCM32MA,10031511,99da32f349,dbdcf4ebcc,PP,530.0,2.68,85.224,60,32
CCM32MA,10031512,14c773d8a2,b83d0aa5f0,PE,350.0,3.95,82.95,60,32
CCM32MA,10031513,14c773d8a2,b83d0aa5f0,PE,350.0,3.95,82.95,60,32
CCM32MA,10031514,14c773d8a2,79bd352d83,PP,550.0,2.78,91.74,60,32
CCM32MA,10031515,14c773d8a2,79bd352d83,PP,550.0,2.78,91.74,60,32
CCM32MA,10031516,2385ade2db,b83d0aa5f0,PE,350.0,3.95,82.95,60,32
CCM32MA,10031517,2385ade2db,b83d0aa5f0,PE,350.0,3.95,82.95,60,32
CCM32MA,10039484,f9d8cb186e,b83d0aa5f0,PE,350.0,3.95,82.95,60,32
CCM32MA,10039485,f9d8cb186e,b83d0aa5f0,PE,350.0,3.95,82.95,60,32
CCM32MA,10039486,f9d8cb186e,b83d0aa5f0,PE,350.0,3.95,82.95,60,32
CCM32MA,10039487,f9d8cb186e,b83d0aa5f0,PE,350.0,3.95,82.95,60,32
CCM32MA,10039488,f9d8cb186e,b83d0aa5f0,PE,350.0,3.95,82.95,60,32
CCM32MA,10039489,f9d8cb186e,b83d0aa5f0,PE,350.0,3.95,82.95,60,32
CCM32MA,10039490,ed90b8056d,b83d0aa5f0,PE,350.0,3.95,82.95,60,32
CCM32MA,10039491,ed90b8056d,b83d0aa5f0,PE,350.0,3.95,82.95,60,32
CCM32MA,10039492,9b20d8de40,79bd352d83,PP,550.0,2.78,91.74,60,32
CCM32MA,10039493,9b20d8de40,b83d0aa5f0,PE,350.0,3.95,82.95,60,32
CCM32MA,10039494,9b20d8de40,b83d0aa5f0,PE,350.0,3.95,82.95,60,32
CCM32MA,10039495,9b20d8de40,79bd352d83,PP,550.0,2.78,91.74,60,32
CCM32MA,10041327,581511d2ca,b83d0aa5f0,PE,350.0,3.95,82.95,60,32
CCM32MA,10041328,581511d2ca,b83d0aa5f0,PE,350.0,3.95,82.95,60,32
CCM32MA,10041329,9b20d8de40,b83d0aa5f0,PE,350.0,3.95,82.95,60,32
CCM32MA,10041330,9b20d8de40,b83d0aa5f0,PE,350.0,3.95,82.95,60,32
CCM32MA,10041331,ed90b8056d,b83d0aa5f0,PE,350.0,3.95,82.95,60,32
CCM32MA,10041332,ed90b8056d,b83d0aa5f0,PE,350.0,3.95,82.95,60,32
CCM32MA,10041333,14c773d8a2,b83d0aa5f0,PE,350.0,3.95,82.95,60,32
CCM32MA,10041334,14c773d8a2,b83d0aa5f0,PE,350.0,3.95,82.95,60,32
CCM32MA,10041335,f9d8cb186e,79bd352d83,PP,550.0,2.78,91.74,60,32
CCM32MA,10041336,f9d8cb186e,79bd352d83,PP,550.0,2.78,91.74,60,32
CCM32MA,10040341,f9d8cb186e,79bd352d83,PP,550.0,2.78,91.74,60,32
CCM32MA,10040342,f9d8cb186e,79bd352d83,PP,550.0,2.78,91.74,60,32
CCM32MA,10040343,f9d910cf45,79bd352d83,PP,550.0,2.78,91.74,60,32
CCM32MA,10040344,f9d910cf45,79bd352d83,PP,550.0,2.78,91.74,60,32
CCM32MA,10040345,f9d910cf45,79bd352d83,PP,550.0,2.78,91.74,60,32
CCM32MA,10040346,f9d910cf45,79bd352d83,PP,550.0,2.78,91.74,60,32
CCM32MA,10040347,35953cdc95,15cd823001,PP,450.0,2.6,70.2,60,32
CCM32MA,10040348,35953cdc95,15cd823001,PP,450.0,2.6,70.2,60,32
CCM32MA,10040349,99da32f349,dbdcf4ebcc,PP,530.0,2.68,85.224,60,32
CCM32MA,10040350,a1741ac9a2,62697f83e0,PP,500.0,2.45,73.5,60,32
CCM32MA,10042250,abb795bd72,15cd823001,PP,500.0,2.98,89.4,60,32
CCM32MA,10042251,abb795bd72,4571a9e818,PP,600.0,2.55,91.8,60,32
CCM32MA,10042252,f49c6be24d,2eb6b38947,PE,450.0,3.95,106.65,60,32
CCM32MA,10042253,f49c6be24d,e67171524e,PE,600.0,1.7,61.2,60,32
CCM32MA,10042254,a1741ac9a2,e332ba2599,PE,700.0,1.86,78.12,60,32
CCM32MA,10042255,bc4e515130,dd8e32d122,PP,500.0,2.85,85.5,60,32
CCM32MA,10042256,1d852d9c2a,59f22f266f,PE,650.0,2.98,116.22,60,32
CCM32MA,10042257,1d852d9c2a,1d9e8d1249,PP,650.0,2.98,116.22,60,32
CCM32MA,10042258,abb795bd72,15cd823001,PP,500.0,2.98,89.4,60,32
CCM32MA,10042259,a1741ac9a2,4571a9e818,PP,600.0,2.4,86.4,60,32
CCM32MA,10042260,a1741ac9a2,4571a9e818,PP,600.0,2.4,86.4,60,32
CCM32MA,10042261,a1741ac9a2,a4bd35ba6f,PP,500.0,2.65,79.5,60,32
CCM32MA,10043602,a1741ac9a2,ae87b1ce0b,PP,500.0,2.65,79.5,60,32
CCM32MA,10043603,3e7f5d08ca,86fb8326ec,PP,500.0,2.8,84.0,60,32
CCM32MA,10042262,ae20678d76,deec6f66bd,PE,550.0,3.55,117.15,60,32
CCM32MA,10042263,10605bf1c4,15cd823001,PE,450.0,2.9,78.3,60,32
CCM32MA,10042264,708e3ea56c,66af198b1c,PP,500.0,2.85,85.5,60,32
CCM32MA,10042265,ba31a273e7,ee76ae112f,PP,550.0,2.9,95.7,60,32
CCM32MA,10042266,ba31a273e7,ee76ae112f,PP,550.0,2.9,95.7,60,32
CCM32MA,10042267,f49c6be24d,0e78077d9f,PE,600.0,2.15,77.4,60,32
CCM32MA,10042268,abb795bd72,e8a650abfd,PE,600.0,1.9,68.4,60,32
CCM32MA,10042269,abb795bd72,20d4080196,PP,350.0,2.8,58.79999999999999,60,32
CCM32MA,10042270,93e17bb4a9,201835e17b,PP,600.0,2.55,91.8,60,32
CCM32MA,10042271,93e17bb4a9,27bc474fbc,PE,500.0,2.65,79.5,60,32
CCM32MA,10042272,93e17bb4a9,9e77ee8928,PE,600.0,2.15,77.4,60,32
CCM32MA,10042273,23421cf79d,1c88c1c5d2,PE,600.0,1.95,70.2,60,32
CCM32MA,10043616,cae9eb1f61,8efece0721,PP,500.0,2.9,87.0,60,32
CCM32MA,10043617,cae9eb1f61,0fbdb8019a,PE,700.0,1.97,82.74,60,32
CCM32MA,10043604,8554bc565b,7af98266f5,PP,500.0,2.65,79.5,60,32
CCM32MA,10043605,8554bc565b,7af98266f5,PP,500.0,2.65,79.5,60,32
CCM32MA,10043606,9a2631a3f8,ee76ae112f,PP,550.0,2.9,95.7,60,32
CCM32MA,10043607,9a2631a3f8,ee76ae112f,PP,550.0,2.9,95.7,60,32
CCM32MA,10043608,b8250f678e,ae806b892c,PP,500.0,2.85,85.5,60,32
CCM32MA,10043609,18f59b93e4,4f3e6531ff,PE,550.0,2.5,82.5,60,32
CCM32MA,10043610,18f59b93e4,4f3e6531ff,PE,550.0,2.5,82.5,60,32
CCM32MA,10043612,07ac288a80,15cd823001,PP,500.0,2.72,81.6,60,32
CCM32MA,10043613,e93e789196,7af98266f5,PP,600.0,2.55,91.8,60,32
CCM32MA,10043614,e93e789196,7af98266f5,PP,600.0,2.55,91.8,60,32
CCM32MA,10043615,69c1724acc,8ec5e661f5,PE,550.0,1.52,50.16,60,32
CCM32MA,10062825,35953cdc95,15cd823001,PE,500.0,2.9,87.0,60,32
CCM32MA,10062826,35953cdc95,15cd823001,PE,500.0,2.9,87.0,60,32
CCM32MA,10062827,35953cdc95,15cd823001,PE,500.0,2.9,87.0,60,32
CCM32MA,10062828,35953cdc95,15cd823001,PE,500.0,2.9,87.0,60,32
CCM32MA,10062829,35953cdc95,15cd823001,PE,500.0,2.85,85.5,60,32
CCM32MA,10062830,a1a1a137ce,59f22f266f,PE,650.0,2.98,116.22,60,32
CCM32MA,10062831,a1a1a137ce,59f22f266f,PE,650.0,2.98,116.22,60,32
CCM32MA,10062832,5fa1791bd3,720cbadcd4,PE,500.0,2.8,84.0,60,32
CCM32MA,10062833,72403e91a2,ae806b892c,PP,500.0,2.9,87.0,60,32
CCM32MA,10062834,a1a1a137ce,59f22f266f,PE,650.0,2.98,116.22,60,32
CCM32MA,10062836,b8250f678e,ae806b892c,PP,500.0,2.9,87.0,60,32
CCM32MA,10062859,94bf488847,8d4669a8f5,PP,500.0,2.89,86.7,60,32
CCM32MA,10062860,a827cb582e,b887044fd7,PE,550.0,2.55,84.15,60,32
CCM32MA,10062849,f5afc2b8ae,c151ac584a,PP,500.0,2.9,87.0,60,32
CCM32MA,10062850,f5afc2b8ae,c151ac584a,PP,500.0,2.9,87.0,60,32
CCM32MA,10062851,35953cdc95,8451b5bd1f,PE,600.0,2.3,82.8,60,32
CCM32MA,10062852,7765d26c64,cd8a914c34,PE,540.0,3.55,115.02,60,32
CCM32MA,10062853,7765d26c64,cd8a914c34,PE,540.0,3.55,115.02,60,32
CCM32MA,10062854,7765d26c64,25c3cac5d0,PE,500.0,2.6,78.0,60,32
CCM32MA,10062855,35953cdc95,b3bffe62f3,PP,500.0,2.8,84.0,60,32
CCM32MA,10062856,b4144395b1,67714bd600,PE,550.0,3.1,102.3,60,32
CCM32MA,10062857,b6241565de,ff0f729592,PP,500.0,2.85,85.5,60,32
CCM32MA,10062858,9714babef9,dd8e32d122,PP,500.0,2.85,85.5,60,32
CCM32MA,10070185,5d66abc5fe,f055dab17e,PE,600.0,2.13,76.68,60,32
CCM32MA,10070186,11b7fc7426,25c0d2b9b6,PE,750.0,1.65,74.25,60,32
CCM32MA,10070187,a78bee9f02,2d753d5e2a,PE,500.0,2.6,78.0,60,32
CCM32MA,10070188,ae20678d76,3e03fbf0bd,PE,550.0,3.3,108.9,60,32
CCM32MA,10070189,69c1724acc,8ec5e661f5,PE,550.0,1.52,50.16,60,32
CCM32MA,10070190,69c1724acc,8ec5e661f5,PE,550.0,1.52,50.16,60,32
CCM32MA,10070191,69c1724acc,8ec5e661f5,PE,550.0,1.52,50.16,60,32
CCM32MA,10070192,d83d263149,273565969d,PP,600.0,2.65,95.4,60,32
CCM32MA,10070193,d83d263149,273565969d,PP,600.0,2.65,95.4,60,32
CCM32MA,10070194,df4562565a,cb61c66a62,PE,500.0,2.8,84.0,60,32
CCM32MA,10070195,bc4e515130,dd8e32d122,PP,500.0,2.85,85.5,60,32
CCM32MA,10070196,81b171a381,54dd15730f,PE,600.0,2.8,100.8,60,32
CCM32MA,10070176,0216ba7f0e,65fcae8ca2,PE,550.0,2.5,82.5,60,32
CCM32MA,10070177,f16c22334f,2c96ee8076,PE,500.0,2.9,87.0,60,32
CCM32MA,10070178,72403e91a2,62697f83e0,PP,500.0,2.65,79.5,60,32
CCM32MA,10070179,abb795bd72,15cd823001,PP,500.0,2.98,89.4,60,32
CCM32MA,10070180,abb795bd72,15cd823001,PP,500.0,2.98,89.4,60,32
CCM32MA,10070181,abb795bd72,1d47f45be2,PP,600.0,2.55,91.8,60,32
CCM32MA,10070182,53d945ab2c,4ce3f8c804,PE,750.0,1.25,56.25,60,32
CCM32MA,10070183,92d108ace7,fe7d608fc4,PE,600.0,2.3,82.8,60,32
CCM32MA,10082145,a5ca258b0e,3d96826a0e,PE,500.0,2.75,82.5,60,32
CCM32MA,10082146,3e7f5d08ca,86fb8326ec,PP,500.0,2.8,84.0,60,32
CCM32MA,10082147,8792ef8e8d,79bd352d83,PP,500.0,2.78,83.4,60,32
CCM32MA,10082148,8792ef8e8d,79bd352d83,PP,500.0,2.78,83.4,60,32
CCM32MA,10082149,6fd7827ee6,deec6f66bd,PE,550.0,3.55,117.15,60,32
CCM32MA,10082150,a3fa7444b2,273565969d,PP,600.0,2.65,95.4,60,32
CCM32MA,10082151,a3fa7444b2,273565969d,PP,600.0,2.65,95.4,60,32
CCM32MA,10082152,a3fa7444b2,710db743a1,PP,500.0,2.7,81.0,60,32
CCM32MA,10082153,a3fa7444b2,710db743a1,PP,500.0,2.7,81.0,60,32
CCM32MA,10082154,35094c414b,3a5ae22adf,PE,500.0,3.1,93.0,60,32
CCM32MA,10082155,10605bf1c4,22b41251dc,PE,550.0,2.52,83.16,60,32
CCM32MA,10082156,1084515de6,05605af26f,PP/PE,500.0,2.82,84.6,75,32
CCM32MA,10082188,8913c07800,13e5caee0b,PP,500.0,2.9,87.0,60,32
CCM32MA,10082189,8913c07800,13e5caee0b,PP,500.0,2.9,87.0,60,32
CCM32MA,10082190,f394bb0ddd,8d4669a8f5,PP,500.0,2.9,87.0,60,32
CCM32MA,10082191,f394bb0ddd,8d4669a8f5,PP,500.0,2.9,87.0,60,32
CCM32MA,10082192,f49c6be24d,46b551b3e8,PE,500.0,2.55,76.5,60,32
CCM32MA,10082193,f49c6be24d,46b551b3e8,PE,500.0,2.55,76.5,60,32
CCM32MA,10082194,7ec00dc45a,46b551b3e8,PE,550.0,2.55,84.15,60,32
CCM32MA,10082195,d116738a49,929756c4c7,PE,500.0,2.84,85.2,60,32
CCM32MA,10082196,266321a26d,b1d3eb8f32,PE,500.0,2.8,84.0,60,32
CCM32MA,10082197,a827cb582e,b887044fd7,PE,550.0,2.55,84.15,60,32
CCM32MA,10095963,5d66abc5fe,0bb58e53c0,PP,400.0,2.18,52.32000000000001,60,32
CCM32MA,10095964,5ae6cd0b22,625bdd427b,PE,700.0,1.7,71.4,60,32
CCM32MA,10095965,e2af85c6bb,0e78077d9f,PE,600.0,2.15,77.4,60,32
CCM32MA,10095966,72403e91a2,1d10888530,PP,600.0,2.55,91.8,60,32
CCM32MA,10095967,f394bb0ddd,8d4669a8f5,PP,500.0,2.9,87.0,60,32
CCM32MA,10095968,2875d59608,9225bad652,PE,500.0,3.55,106.5,60,32
CCM32MA,10095969,bac16fbb07,c151ac584a,PP,500.0,2.94,88.2,60,32
CCM32MA,10095970,bac16fbb07,c151ac584a,PP,500.0,2.94,88.2,60,32
CCM32MA,10095971,f394bb0ddd,8d4669a8f5,PP,500.0,2.9,87.0,60,32
CCM32MA,10095972,bbdfe1bf4d,cfea1835a9,PE,600.0,2.2,79.2,60,32
CCM32MA,10095973,35953cdc95,15cd823001,PE,500.0,2.85,85.5,60,32
CCM32MA,10095974,363720919a,6ea2893eef,PE,500.0,3.15,94.5,60,32
CCM32MA,10095975,7dd8c8f406,59cb2b6111,PE,500.0,3.1,93.0,60,32
CCM32MA,10095976,7dd8c8f406,59cb2b6111,PE,500.0,3.1,93.0,60,32
CCM32MA,10095977,0216ba7f0e,65fcae8ca2,PE,550.0,2.5,82.5,60,32
CCM32MA,10095978,d6ae8c14fb,d84e4531a8,PE,600.0,2.2,79.2,60,32
CCM32MA,10095979,7153c7023e,07f6ba6948,PP,600.0,2.6,93.6,60,32
CCM32MA,10095980,ba31a273e7,ae87b1ce0b,PP,550.0,2.65,87.45,60,32
CCM32MA,10095981,9f0d02cc71,59cb2b6111,PE,500.0,3.1,93.0,60,32
CCM32MA,10095982,9f0d02cc71,59cb2b6111,PE,500.0,3.1,93.0,60,32
CCM32MA,10095983,d621fed13f,59cb2b6111,PE,500.0,3.1,93.0,60,32
CCM32MA,10095984,d621fed13f,59cb2b6111,PE,500.0,3.1,93.0,60,32
CCM32MA,10101658,363720919a,6ea2893eef,PE,500.0,3.15,94.5,60,32
CCM32MA,10101659,1d852d9c2a,46b551b3e8,PE,550.0,2.55,84.15,60,32
CCM32MA,10101660,10605bf1c4,88c74d3d5c,PE,500.0,1.8,54.0,60,32
CCM32MA,10101661,f49c6be24d,8424aff22a,PE,700.0,1.7,71.4,60,32
CCM32MA,10101662,1d852d9c2a,0111d7fd59,PE,550.0,2.7,89.1,60,32
CCM32MA,10101663,a3fa7444b2,340e3fd660,PP,600.0,2.65,95.4,60,32
CCM32MA,10101664,a3fa7444b2,340e3fd660,PP,600.0,2.65,95.4,60,32
CCM32MA,10101665,a3fa7444b2,710db743a1,PP,500.0,2.7,81.0,60,32
CCM32MA,10101666,a3fa7444b2,710db743a1,PP,500.0,2.7,81.0,60,32
CCM32MA,10101667,751c8501da,cc852ebc33,PP,500.0,2.8,84.0,60,32
CCM32MA,10101668,751c8501da,cc852ebc33,PP,500.0,2.8,84.0,60,32
CCM32MA,10101669,708e3ea56c,1d47f45be2,PP,600.0,2.55,91.8,60,32
CCM32MA,10101648,f1803aedf4,720cbadcd4,PE,490.0,2.8,82.32,60,32
CCM32MA,10101649,d116738a49,d0c9fae67e,PE,550.0,2.35,77.55,60,32
CCM32MA,10101650,8d0213ca54,9041e486d8,PE,650.0,2.45,95.55,60,32
CCM32MA,10101651,268159908f,036c2426d8,PE,800.0,1.35,64.8,60,32
CCM32MA,10101652,a3fa7444b2,340e3fd660,PP,600.0,2.65,95.4,60,32
CCM32MA,10101653,a3fa7444b2,340e3fd660,PP,600.0,2.65,95.4,60,32
CCM32MA,10101654,a3fa7444b2,710db743a1,PP,500.0,2.7,81.0,60,32
CCM32MA,10101655,a3fa7444b2,710db743a1,PP,500.0,2.7,81.0,60,32
CCM32MA,10101656,ae20678d76,891e79e6a7,PE,540.0,3.55,115.02,60,32
CCM32MA,10101657,ae20678d76,891e79e6a7,PE,540.0,3.55,115.02,60,32
CCM32MA,10132099,8c5f949e98,ebafef97f6,PE,500.0,3.45,103.5,60,32
CCM32MA,10132100,8c5f949e98,ebafef97f6,PE,500.0,3.45,103.5,60,32
CCM32MA,10132101,9969ff491b,d84e4531a8,PE,600.0,2.2,79.2,60,32
CCM32MA,10132102,69c1724acc,8ec5e661f5,PE,550.0,1.52,50.16,60,32
CCM32MA,10132103,69c1724acc,8ec5e661f5,PE,550.0,1.52,50.16,60,32
CCM32MA,10132104,8c5f949e98,ebafef97f6,PE,500.0,3.45,103.5,60,32
CCM32MA,10132105,8c5f949e98,ebafef97f6,PE,500.0,3.45,103.5,60,32
CCM32MA,10132106,6bc2fdd400,71d129a401,PE,600.0,2.45,88.2,60,32
CCM32MA,10132107,6bc2fdd400,9e77ee8928,PE,600.0,2.15,77.4,60,32
CCM32MA,10132108,8c5f949e98,ebafef97f6,PE,500.0,3.45,103.5,60,32
CCM32MA,10132109,8c5f949e98,ebafef97f6,PE,500.0,3.45,103.5,60,32
CCM32MA,10132110,3bc5da6af0,dd3e932fc3,PE,650.0,2.45,95.55,60,32
CCM32MA,10132111,3bc5da6af0,dd3e932fc3,PE,650.0,2.45,95.55,60,32
CCM32MA,10132112,8c5f949e98,ebafef97f6,PE,500.0,3.45,103.5,60,32
CCM32MA,10132113,8c5f949e98,ebafef97f6,PE,500.0,3.45,103.5,60,32
CCM32MA,10132114,8c5f949e98,ebafef97f6,PE,500.0,3.45,103.5,60,32
CCM32MA,10132115,8c5f949e98,ebafef97f6,PE,500.0,3.45,103.5,60,32
CCM32MA,10132116,8c5f949e98,ebafef97f6,PE,500.0,3.45,103.5,60,32
CCM32MA,10132117,a75378f979,88c74d3d5c,PE,500.0,1.8,54.0,60,32
CCM32MA,10132118,8c5f949e98,ebafef97f6,PE,500.0,3.45,103.5,60,32
CCM32MA,10143229,8c5f949e98,ebafef97f6,PE,500.0,3.45,103.5,60,32
CCM32MA,10143230,8c5f949e98,ebafef97f6,PE,500.0,3.45,103.5,60,32
CCM32MA,10143231,f5643677e4,1d47f45be2,PP,500.0,2.55,76.5,60,32
CCM32MA,10143232,3136331fba,80cdc5b2cf,PE,550.0,2.87,94.71,60,32
CCM32MA,10143233,abb795bd72,ce8efed725,PE,700.0,1.54,64.68,60,32
CCM32MA,10143234,a827cb582e,a418f5e4a6,PE,500.0,2.75,82.5,60,32
CCM32MA,10143235,a75378f979,46b551b3e8,PE,550.0,2.55,84.15,60,32
CCM32MA,10143236,6d15364a8c,6bcd357764,PE,700.0,1.75,73.5,60,32
CCM32MA,10143237,e306e747a1,d84e4531a8,PE,600.0,2.2,79.2,60,32
CCM32MA,10143238,a75378f979,46b551b3e8,PE,550.0,2.55,84.15,60,32
CCM32MA,10143239,8c5f949e98,ebafef97f6,PE,500.0,3.45,103.5,60,32
CCM32MA,10143240,8c5f949e98,ebafef97f6,PE,500.0,3.45,103.5,60,32
CCM32MA,10143241,5ae6cd0b22,cd1cc9d5c7,PE,800.0,1.35,64.8,60,32
CCM32MA,10143242,e0a57b3f96,fe7d608fc4,PE,600.0,2.11,75.96,60,32
CCM32MA,10143243,abb795bd72,9335c785bc,PE,750.0,1.3,58.5,60,32
CCM32MA,10143244,ba31a273e7,ee76ae112f,PP,550.0,2.9,95.7,60,32
CCM32MA,10143245,ba31a273e7,ee76ae112f,PP,550.0,2.9,95.7,60,32
CCM32MA,10143246,b0ef1b2d5c,68c8eab090,PE,700.0,1.75,73.5,60,32
CCM32MA,10143247,abb795bd72,1d47f45be2,PP,500.0,2.55,76.5,60,32
CCM32MA,10143248,abb795bd72,1d47f45be2,PP,500.0,2.55,76.5,60,32
CCM32MA,10162094,4ad1adbf82,6ea2893eef,PE,500.0,3.15,94.5,60,32
CCM32MA,10162095,e6aa3228ce,81f9601814,PE,750.0,1.25,56.25,60,32
CCM32MA,10162097,d671d20c24,22b41251dc,PE,550.0,2.52,83.16,60,32
CCM32MA,10162098,d0ff614b32,0744c6b0a5,PE,450.0,3.7,99.9,60,32
CCM32MA,10162099,268159908f,b887044fd7,PE,800.0,2.55,122.4,60,32
CCM32MA,10162100,80b2a4f6d0,b3fe122948,PE,500.0,2.85,85.5,60,32
CCM32MA,10162101,0216ba7f0e,a418f5e4a6,PE,500.0,2.8,84.0,60,32
CCM32MA,10162103,d70fab9b0e,cd1cc9d5c7,PE,800.0,1.35,64.8,60,32
CCM32MA,10162084,f49c6be24d,fe7d608fc4,PE,600.0,2.3,82.8,60,32
CCM32MA,10162085,a827cb582e,a418f5e4a6,PE,500.0,2.75,82.5,60,32
CCM32MA,10162086,a827cb582e,a418f5e4a6,PE,500.0,2.75,82.5,60,32
CCM32MA,10162087,a8cf645dcf,b887044fd7,PE,550.0,2.55,84.15,60,32
CCM32MA,10162088,7ecd405cd9,24de18fe3e,PE,500.0,3.5,105.0,60,32
CCM32MA,10162089,a827cb582e,457e232656,PE,800.0,2.15,103.2,60,32
CCM32MA,10162090,b78cb903cd,b01c63cdcd,PE,800.0,2.15,103.2,60,32
CCM32MA,10162091,7ec00dc45a,d6a3bb2ad4,PE,700.0,1.65,69.3,60,32
CCM32MA,10162092,d70fab9b0e,b887044fd7,PE,800.0,2.55,122.4,60,32
CCM32MA,10162093,d70fab9b0e,b887044fd7,PE,800.0,2.55,122.4,60,32
CCM32MA,10180077,220e065237,12f39dee29,PE,550.0,2.4,79.2,60,32
CCM32MA,10180078,3e7f5d08ca,1d47f45be2,PP,600.0,2.4,86.4,60,32
CCM32MA,10180079,9a1a5c89a3,46b551b3e8,PE,800.0,2.55,122.4,60,32
CCM32MA,10180080,8f24408c88,811728eb42,PE,500.0,3.5,105.0,60,32
CCM32MA,10180081,5d5d3e4cf9,b28902d9b5,PP,500.0,2.6,78.0,60,32
CCM32MA,10180082,0e7cb39508,d6a3bb2ad4,PE,685.0,1.65,67.815,60,32
CCM32MA,10180083,b837f10653,c5b3962971,PE,800.0,1.25,60.0,60,32
CCM32MA,10180084,6b657fe933,1d47f45be2,PP,600.0,2.55,91.8,60,32
CCM32MA,10180085,cae9eb1f61,8efece0721,PP,500.0,2.9,87.0,60,32
CCM32MA,10180086,4ad1adbf82,b887044fd7,PE,800.0,2.55,122.4,60,32
CCM32MB,10212874,b9c660dbda,1a0103e924,PE,750.0,2.55,114.75,60,32
CCM32MB,10212875,8f688eb045,b887044fd7,PE,800.0,2.55,122.4,60,32
CCM32MB,10212876,1d852d9c2a,457e232656,PE,800.0,2.15,103.2,60,32
CCM32MB,10212877,d9e57446b2,fe14ea1a8a,PE,600.0,4.1,147.6,75,32
CCM32MB,10212878,3e7f5d08ca,1d47f45be2,PP,600.0,2.4,86.4,60,32
CCM32MB,10212879,abb795bd72,06aa5e627a,PP,500.0,2.8,84.0,60,32
CCM32MB,10212880,e9508c0561,1d47f45be2,PP,600.0,2.4,86.4,60,32
CCM32MB,10212881,1fcb89e233,bc469f21c2,PE,500.0,3.5,105.0,60,32
CCM32MB,10212882,2922e5e02f,c2835d6de1,PE,900.0,2.15,116.1,60,32
CCM32MB,10212883,f394bb0ddd,1d47f45be2,PP,600.0,2.4,86.4,60,32
CCM32MB,10212884,f394bb0ddd,1d47f45be2,PP,600.0,2.4,86.4,60,32
CCM32MB,10212885,5c9d896510,5b7019d857,PP,300.0,2.15,38.7,60,32
CCM32MB,10215931,95178fe58d,6ac3b08fa7,PE,700.0,2.6,109.2,60,32
CCM32MB,10215932,65b8cfb95b,81f9601814,PE,800.0,1.25,60.0,60,32
CCM32MB,10227823,708e3ea56c,c5b3962971,PE,800.0,1.25,60.0,60,32
CCM32MB,10227824,ddaddfd73a,929756c4c7,PE,500.0,2.9,87.0,60,32
CCM32MB,10227825,b6c91f05c7,1d47f45be2,PP,500.0,2.55,76.5,60,32
CCM32MB,10227826,ddaddfd73a,24de18fe3e,PE,500.0,3.75,112.5,60,32
CCM32MB,10227827,7ec00dc45a,46b551b3e8,PE,550.0,2.55,84.15,60,32
CCM32MB,10227828,3b03e0abed,dd61469ec0,PE,600.0,1.85,66.6,60,32
CCM32MB,10227829,ddaddfd73a,b887044fd7,PE,800.0,2.55,122.4,60,32
CCM32MB,10227830,7e9b872d40,932518549a,PE,800.0,2.3,110.4,60,32
CCM32MB,10227831,f7352fbcf2,273565969d,PP,600.0,2.65,95.4,60,32
CCM32MB,10227832,d6fd9cccaa,71d129a401,PE,800.0,2.5,120.0,60,32
CCM32MB,10230734,0130f6d046,46b551b3e8,PE,800.0,2.55,122.4,60,32
CCM32MB,10230735,0130f6d046,46b551b3e8,PE,800.0,2.55,122.4,60,32
CCM32MB,10230736,65b8cfb95b,8424aff22a,PE,700.0,1.7,71.4,60,32
CCM32MB,10230737,ffc3203c0c,46b551b3e8,PE,800.0,2.55,122.4,60,32
CCM32MB,10230738,0d59134a35,720cbadcd4,PE,500.0,2.8,84.0,60,32
CCM32MB,10230739,e0a57b3f96,d51f0d0013,PE,500.0,2.6,78.0,60,32
CCM32MB,10230740,891f4ff524,0654b189e8,PE,600.0,1.9,68.4,60,32
CCM32MB,10230742,720fa6f3d3,1d47f45be2,PP,600.0,2.4,86.4,60,32
CCM32MB,10230743,720fa6f3d3,1d47f45be2,PP,600.0,2.4,86.4,60,32
CCM32MB,10238749,cae9eb1f61,33caad2009,PE,1000.0,1.85,111.0,60,32
CCM32MB,10238750,76d71a9d54,0c13f17cfa,PE,800.0,2.35,112.8,60,32
CCM32MB,10238751,60dabcacc9,46b551b3e8,PE,550.0,2.55,84.15,60,32
CCM32MB,10238752,60dabcacc9,249c74f7d7,PE,250.0,5.0,75.0,60,32
CCM32MB,10238753,96be2e2445,865b632097,PP,550.0,3.05,100.65,60,32
CCM32MB,10238754,7ec00dc45a,457e232656,PE,900.0,2.15,116.1,60,32
CCM32MB,10238755,b9c660dbda,cd1cc9d5c7,PE,800.0,1.35,64.8,60,32
CCM32MB,10238756,8f24408c88,d84e4531a8,PE,600.0,2.2,79.2,60,32
CCM32MB,10238757,fca5e0b8ef,6cb4f9df0d,PE,600.0,2.0,72.0,60,32
